test_score,train_score,dataset_name,dataset_id,device,seed,epochs,nr_workers,slurm,partition,slurm_job_time_secs
0.5746,0.9352666666666668,albert,41147,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
0.9122666666666668,0.98,MiniBooNE,41150,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
0.6211923005045786,0.8835402482979575,kick,41162,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
1.0,1.0,dilbert,41163,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
0.989674048270714,1.0,volkert,41166,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
0.7307666666666667,1.0,jannis,41168,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
0.9624591947769314,0.9995335820895522,helena,41169,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
0.654275092936803,0.6718202103920944,microaggregation2,41671,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
0.9194407456724368,0.9985722444317532,Indian_pines,41972,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
0.5271390097368966,0.9218666666666666,porto-seguro,42206,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
0.525723769131477,0.9986564451118312,KDD98,42343,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
0.7388871249404667,1.0,SantanderCustomerSatisfaction,42395,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
0.688598694123556,0.8793326157158234,default-of-credit-card-clients,42477,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
0.8914666666666666,0.9591333333333332,hls4ml_lhc_jets_hlf,42468,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
0.661,1.0,Higgs,42769,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
0.7781,0.8127333333333333,Census-(Augmented),43489,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
0.7577268195413759,0.7717753654158475,credit,44089,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
0.8900016152479405,0.9322162985529322,california,44090,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
0.7979139504563233,0.9837716843872412,wine,44091,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
0.8690944881889764,1.0,waveform-5000,979,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
1.0,1.0,KDDCup99,42746,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
0.5266728817070644,1.0,porto-seguro,42742,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
0.9691969196919692,1.0,fabert,41164,cuda,1,105,10,True,alldlc_gpu-rtx2080,6025
